epoch,accuracy,loss,val_accuracy,val_loss
0,0.7760519981384277,0.4803377091884613,0.8181818127632141,0.4335781931877136
1,0.8195773959159851,0.4145509600639343,0.8181818127632141,0.4261651635169983
2,0.8524471521377563,0.3736506700515747,0.8903318643569946,0.2987807095050812
3,0.8407079577445984,0.38634225726127625,0.8787878751754761,0.326648086309433
4,0.8547950387001038,0.3571218252182007,0.8701298832893372,0.3333258032798767
5,0.8365541100502014,0.39296090602874756,0.9047619104385376,0.2773458957672119
6,0.8661730289459229,0.3348546028137207,0.8917748928070068,0.28185760974884033
7,0.8784540295600891,0.31828299164772034,0.8860028982162476,0.32467368245124817
8,0.8910962343215942,0.2959652245044708,0.8730158805847168,0.31176692247390747
9,0.8878453969955444,0.3050016462802887,0.9134199023246765,0.25116559863090515
10,0.8723134994506836,0.3274185061454773,0.7849928140640259,0.41644003987312317
11,0.8262597322463989,0.3928048610687256,0.8614718317985535,0.34415191411972046
12,0.8165071606636047,0.4293369650840759,0.822510838508606,0.4013081192970276
13,0.8513635396957397,0.3673742115497589,0.9047619104385376,0.2842346429824829
14,0.89398592710495,0.29945284128189087,0.9076479077339172,0.2670968770980835
15,0.8956113457679749,0.2905188202857971,0.9119769334793091,0.2544380724430084
16,0.8985009789466858,0.28041529655456543,0.9148629307746887,0.2598566710948944
17,0.8847751617431641,0.30400124192237854,0.8787878751754761,0.30734002590179443
18,0.8981397747993469,0.28911930322647095,0.901875913143158,0.2750895917415619
19,0.8537113666534424,0.35710608959198,0.6479076743125916,0.5344176888465881
20,0.8629221320152283,0.3399263620376587,0.906204879283905,0.2560914158821106
21,0.8945277333259583,0.2931053340435028,0.9119769334793091,0.2431395798921585
22,0.904099702835083,0.2746264636516571,0.9033188819885254,0.27129465341567993
23,0.8804406523704529,0.30521339178085327,0.9177489280700684,0.23401403427124023
24,0.910420835018158,0.2666689455509186,0.901875913143158,0.2614555060863495
25,0.8972367644309998,0.2789291441440582,0.8816738724708557,0.3209823966026306
26,0.8865811824798584,0.296085387468338,0.8989899158477783,0.2577461898326874
27,0.909517765045166,0.2619306147098541,0.9249639511108398,0.2287573218345642
28,0.90825355052948,0.2538352310657501,0.8730158805847168,0.29862669110298157
29,0.9015712738037109,0.2635466158390045,0.9047619104385376,0.2431919425725937
30,0.9031966924667358,0.26333847641944885,0.9105339050292969,0.24604682624340057
31,0.9048221111297607,0.2741476893424988,0.9134199023246765,0.262349009513855
32,0.8954307436943054,0.28633907437324524,0.9033188819885254,0.26753973960876465
33,0.8809824585914612,0.30791792273521423,0.8831169009208679,0.2901065945625305
34,0.9035578966140747,0.2626641094684601,0.8542568683624268,0.3595846891403198
35,0.8999457955360413,0.2712147831916809,0.9119769334793091,0.2607734501361847
