epoch,accuracy,loss,val_accuracy,val_loss
0,0.8403467535972595,0.3903019428253174,0.8369408249855042,0.4406434893608093
1,0.8526277542114258,0.361238032579422,0.8037518262863159,0.4113800823688507
2,0.8620191216468811,0.349975049495697,0.9004328846931458,0.27637186646461487
3,0.8739389777183533,0.33100584149360657,0.906204879283905,0.27121785283088684
4,0.8524471521377563,0.36518216133117676,0.8744588494300842,0.2952103912830353
5,0.8849557638168335,0.30297014117240906,0.8917748928070068,0.3227567672729492
6,0.8537113666534424,0.3659415543079376,0.9148629307746887,0.26872721314430237
7,0.8768286108970642,0.3276715874671936,0.9148629307746887,0.27115926146507263
8,0.887664794921875,0.30814921855926514,0.9090909361839294,0.2775484025478363
9,0.8838721513748169,0.3164644241333008,0.9090909361839294,0.25778332352638245
10,0.8981397747993469,0.2859478294849396,0.9076479077339172,0.2959705591201782
11,0.8851363658905029,0.29884853959083557,0.8802309036254883,0.308731347322464
12,0.8770092129707336,0.3244542181491852,0.8903318643569946,0.30515044927597046
13,0.8961531519889832,0.2934798300266266,0.9105339050292969,0.2645895481109619
14,0.8912768363952637,0.2908641993999481,0.8888888955116272,0.29534241557121277
15,0.800614058971405,0.4292762577533722,0.7229437232017517,0.6059725880622864
16,0.7480584979057312,0.5247481465339661,0.7070707082748413,0.5576418042182922
17,0.8186743855476379,0.42525041103363037,0.8484848737716675,0.3719238340854645
18,0.8730359673500061,0.3400235176086426,0.8513708710670471,0.348928838968277
19,0.8901932239532471,0.30965644121170044,0.8975468873977661,0.27916139364242554
20,0.8883872032165527,0.30047404766082764,0.9119769334793091,0.25475043058395386
21,0.8995845913887024,0.269927054643631,0.9004328846931458,0.2536377012729645
22,0.8925411105155945,0.2882428467273712,0.9090909361839294,0.25042617321014404
23,0.9010294675827026,0.28014370799064636,0.9004328846931458,0.2627469301223755
24,0.9050027132034302,0.2697952687740326,0.9177489280700684,0.24072368443012238
25,0.9125880599021912,0.2557269334793091,0.9148629307746887,0.23442576825618744
26,0.9140328764915466,0.2476920634508133,0.906204879283905,0.2548859119415283
27,0.8997651934623718,0.27017250657081604,0.9105339050292969,0.25326815247535706
28,0.904099702835083,0.25168323516845703,0.8989899158477783,0.2503795623779297
29,0.9066281318664551,0.24914823472499847,0.9076479077339172,0.24128088355064392
30,0.9163807034492493,0.244142547249794,0.9321789145469666,0.21445725858211517
31,0.9181867241859436,0.23901504278182983,0.9076479077339172,0.2535831034183502
32,0.9071699380874634,0.25185737013816833,0.887445867061615,0.27094683051109314
33,0.9026548862457275,0.2595064640045166,0.9249639511108398,0.23010116815567017
34,0.8943471312522888,0.27530425786972046,0.9148629307746887,0.24457691609859467
35,0.9100595712661743,0.24544252455234528,0.9249639511108398,0.21571418642997742
36,0.8981397747993469,0.26253777742385864,0.8715728521347046,0.2715097963809967
37,0.8999457955360413,0.26015955209732056,0.9336219429969788,0.2033318132162094
38,0.8771898150444031,0.29725927114486694,0.9191918969154358,0.2275303602218628
39,0.9156582951545715,0.23741194605827332,0.9220778942108154,0.2306758314371109
40,0.9174643158912659,0.23241549730300903,0.920634925365448,0.222392737865448
41,0.905363917350769,0.24967727065086365,0.8008658289909363,0.41451296210289
42,0.8318583965301514,0.37180987000465393,0.9047619104385376,0.26843202114105225
43,0.9232436418533325,0.2194691300392151,0.9105339050292969,0.23675356805324554
44,0.9230630397796631,0.21814657747745514,0.9292929172515869,0.23153473436832428
45,0.9264944791793823,0.215373232960701,0.9307359457015991,0.1870822012424469
46,0.905363917350769,0.2363871932029724,0.9307359457015991,0.21015827357769012
47,0.9250496625900269,0.20906056463718414,0.9292929172515869,0.1860559582710266
48,0.915838897228241,0.22776733338832855,0.9350649118423462,0.19557562470436096
49,0.9230630397796631,0.21600200235843658,0.9090909361839294,0.23878003656864166
50,0.9068087339401245,0.24662929773330688,0.8917748928070068,0.2639753818511963
51,0.9136716723442078,0.2338121384382248,0.9379509091377258,0.20341995358467102
52,0.9302871823310852,0.20141197741031647,0.9134199023246765,0.22486568987369537
53,0.9098789691925049,0.25072577595710754,0.8672438859939575,0.30575400590896606
54,0.910420835018158,0.2437838315963745,0.9264069199562073,0.21539650857448578
55,0.9149358868598938,0.2341219037771225,0.8989899158477783,0.27685680985450745
56,0.9133104681968689,0.23433445394039154,0.9220778942108154,0.20547716319561005
57,0.9181867241859436,0.23250915110111237,0.9264069199562073,0.21785034239292145
58,0.9214376211166382,0.22327060997486115,0.9220778942108154,0.22516892850399017
59,0.9266750812530518,0.21207351982593536,0.9321789145469666,0.19442307949066162
60,0.9349828362464905,0.19688312709331512,0.9307359457015991,0.19046549499034882
61,0.9169225096702576,0.21952670812606812,0.8816738724708557,0.305031418800354
62,0.9142134785652161,0.23364579677581787,0.9119769334793091,0.22606417536735535
63,0.9208958148956299,0.21781043708324432,0.9090909361839294,0.24647532403469086
64,0.9111432433128357,0.22832536697387695,0.9264069199562073,0.20771868526935577
65,0.9245078563690186,0.21164150536060333,0.9264069199562073,0.2150711715221405
66,0.9272168874740601,0.20414520800113678,0.9235209226608276,0.19852089881896973
67,0.9232436418533325,0.213531956076622,0.9336219429969788,0.1911347657442093
68,0.9301065802574158,0.19865480065345764,0.9336219429969788,0.16019588708877563
69,0.9306483864784241,0.1921568661928177,0.9264069199562073,0.19444860517978668
70,0.925952672958374,0.21209727227687836,0.9365079402923584,0.21215932071208954
71,0.9273974895477295,0.20473678410053253,0.9350649118423462,0.19098490476608276
72,0.9277586936950684,0.20470142364501953,0.9105339050292969,0.25972720980644226
73,0.9230630397796631,0.222958043217659,0.9307359457015991,0.20441105961799622
74,0.9194509387016296,0.2202386111021042,0.8903318643569946,0.26813212037086487
75,0.9257720708847046,0.21395058929920197,0.9249639511108398,0.20182529091835022
76,0.9295647740364075,0.2018803060054779,0.9336219429969788,0.18437092006206512
77,0.932273805141449,0.1975075602531433,0.9336219429969788,0.19581764936447144
78,0.9266750812530518,0.2015591561794281,0.9264069199562073,0.19937659800052643
79,0.9315513968467712,0.18951019644737244,0.9278499484062195,0.20052559673786163
80,0.9346216320991516,0.19376826286315918,0.8961039185523987,0.2544567883014679
81,0.9237854480743408,0.21515879034996033,0.9321789145469666,0.1977461725473404
