accuracy,loss,val_accuracy,val_loss
0.8163265585899353,0.4388214945793152,0.8759018778800964,0.33944857120513916
0.8311359882354736,0.3841557502746582,0.826839804649353,0.4044685363769531
0.8166877627372742,0.4150749444961548,0.8051947951316833,0.4558629095554352
0.8531695604324341,0.3585119843482971,0.8831169009208679,0.320020467042923
0.7935705184936523,0.4406129717826843,0.6479076743125916,0.6035993099212646
0.8184937834739685,0.42405083775520325,0.8744588494300842,0.34723353385925293
0.8423333764076233,0.3827321231365204,0.8759018778800964,0.30437377095222473
0.8750225901603699,0.3248458504676819,0.893217921257019,0.27833911776542664
0.8826079368591309,0.31460535526275635,0.9004328846931458,0.27509593963623047
0.8661730289459229,0.33080974221229553,0.9177489280700684,0.2519821524620056
0.8798988461494446,0.31824395060539246,0.9148629307746887,0.2656058669090271
0.8914574384689331,0.288408488035202,0.893217921257019,0.3571361005306244
0.8381795287132263,0.39194244146347046,0.8398268222808838,0.3868386745452881
0.8887484073638916,0.30488020181655884,0.9119769334793091,0.27776211500167847
0.9031966924667358,0.28486427664756775,0.8672438859939575,0.37664398550987244
0.883510947227478,0.31392112374305725,0.901875913143158,0.28603944182395935
0.9019324779510498,0.273459255695343,0.9191918969154358,0.24874600768089294
0.7751489877700806,0.47428783774375916,0.747474730014801,0.5064365267753601
0.834206223487854,0.3880510628223419,0.8961039185523987,0.29211682081222534
0.9142134785652161,0.2515718638896942,0.9278499484062195,0.22365954518318176
0.8983203768730164,0.28201237320899963,0.906204879283905,0.26558661460876465
0.9057251214981079,0.2709335386753082,0.9076479077339172,0.2666570842266083
0.8900126218795776,0.29788345098495483,0.8643578886985779,0.357004314661026
0.8963337540626526,0.28755584359169006,0.9177489280700684,0.2527294158935547
0.8840527534484863,0.30299949645996094,0.9033188819885254,0.2746015191078186
0.9035578966140747,0.2833590805530548,0.8658008575439453,0.3344748020172119
0.9059057235717773,0.2645344138145447,0.9264069199562073,0.22506606578826904
0.9125880599021912,0.25416380167007446,0.8629148602485657,0.3233642876148224
0.8921799063682556,0.29306256771087646,0.9004328846931458,0.2962263822555542
0.9073505401611328,0.26365286111831665,0.9191918969154358,0.22516606748104095
0.91294926404953,0.248011514544487,0.9076479077339172,0.2538657486438751
0.8697850704193115,0.3205093443393707,0.9148629307746887,0.2517162561416626
0.9149358868598938,0.24197810888290405,0.9163058996200562,0.22236107289791107
0.9203540086746216,0.23309752345085144,0.9264069199562073,0.22786638140678406
0.9147552847862244,0.24623921513557434,0.9119769334793091,0.24803780019283295
0.9140328764915466,0.24379220604896545,0.9220778942108154,0.23928827047348022
0.9142134785652161,0.252531498670578,0.9177489280700684,0.22940833866596222
0.918367326259613,0.2353200614452362,0.9134199023246765,0.2625100314617157
0.9152970910072327,0.24858026206493378,0.9264069199562073,0.21250197291374207
